img,node,cosine
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.0.2,0.999379
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.1.0,0.973061
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.1.1,0.980284
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.1.2,0.992985
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.1.0,0.974293
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.1.1,0.974049
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.1.2,0.99869
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.2.0,0.978796
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.2.1,0.983628
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.2.2,0.993346
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.2.0,0.930033
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.2.1,0.932449
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.2.2,0.999226
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.0,0.998526
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.1,0.995829
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.2.cv1,0.991196
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.2.m.0,0.992058
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.2.cv2,0.989341
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.3,0.989248
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.cv1,0.985235
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.m.0,0.992385
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.m.1,0.993554
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.cv2,0.978894
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.5,0.974034
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.cv1,0.9678
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.m.0,0.97703
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.m.1,0.985146
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.cv2,0.975156
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.7,0.967436
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.8.cv1,0.970345
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.8.m.0,0.973778
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.8.cv2,0.970725
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.11,0.975888
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.12.cv1,0.97941
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.12.m.0,0.974689
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.12.cv2,0.969943
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.14,0.973851
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.15.cv1,0.990876
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.15.m.0,0.991255
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.15.cv2,0.98864
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.16,0.973534
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.17,0.971103
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.18.cv1,0.972288
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.18.m.0,0.978016
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.18.cv2,0.981206
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.19,0.971807
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.20,0.973402
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.21.cv1,0.969231
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.21.m.0,0.966462
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.21.cv2,0.970404
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.0.0,0.979979
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.0.1,0.983258
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.0.2,0.994549
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.0.0,0.971794
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.0.1,0.975313
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.0.2,0.999568
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.1.0,0.97582
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.1.1,0.987762
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.1.2,0.996708
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.1.0,0.97371
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.1.1,0.972842
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.1.2,0.999075
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.2.0,0.977257
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.2.1,0.984068
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.2.2,0.996174
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.2.0,0.970273
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.2.1,0.977579
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.2.2,0.999584
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.0,0.998274
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.1,0.9931
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.2.cv1,0.986928
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.2.m.0,0.987243
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.2.cv2,0.984401
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.3,0.984849
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.cv1,0.977987
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.m.0,0.990003
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.m.1,0.991231
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.cv2,0.972666
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.5,0.964615
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.cv1,0.959406
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.m.0,0.971771
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.m.1,0.981772
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.cv2,0.969206
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.7,0.960241
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.8.cv1,0.955804
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.8.m.0,0.970434
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.8.cv2,0.966383
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.11,0.975036
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.12.cv1,0.97954
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.12.m.0,0.977392
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.12.cv2,0.977564
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.14,0.975174
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.15.cv1,0.991607
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.15.m.0,0.98928
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.15.cv2,0.987932
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.16,0.966883
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.17,0.973115
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.18.cv1,0.97057
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.18.m.0,0.975451
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.18.cv2,0.983516
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.19,0.969921
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.20,0.973853
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.21.cv1,0.972711
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.21.m.0,0.983899
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.21.cv2,0.979212
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.0.0,0.972917
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.0.1,0.975822
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.0.2,0.98874
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.0.0,0.957908
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.0.1,0.964451
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.0.2,0.999643
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.1.0,0.978207
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.1.1,0.987542
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.1.2,0.994457
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.1.0,0.976202
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.1.1,0.977726
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.1.2,0.999364
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.2.0,0.988693
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.2.1,0.992608
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.2.2,0.995876
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.2.0,0.990443
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.2.1,0.993195
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.2.2,0.9992
