img,node,cosine
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.2.0,0.978862
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.2.1,0.984973
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv2.2.2,0.994409
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.2.0,0.935522
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.2.1,0.938485
images89_jpg.rf.0bfa9777072aa98975eea6599bd81f0f.jpg,model.22.cv3.2.2,0.999167
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.0,0.998526
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.1,0.995824
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.2.cv1,0.99068
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.2.m.0,0.990437
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.2.cv2,0.988572
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.3,0.99014
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.cv1,0.986361
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.m.0,0.994248
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.m.1,0.995529
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.4.cv2,0.982635
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.5,0.976813
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.cv1,0.971237
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.m.0,0.980703
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.m.1,0.98812
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.6.cv2,0.977382
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.7,0.969232
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.8.cv1,0.968049
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.8.m.0,0.977026
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.8.cv2,0.971403
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.11,0.97864
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.12.cv1,0.982688
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.12.m.0,0.975876
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.12.cv2,0.974008
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.14,0.977567
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.15.cv1,0.992241
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.15.m.0,0.992441
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.15.cv2,0.989703
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.16,0.976679
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.17,0.974678
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.18.cv1,0.976741
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.18.m.0,0.983676
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.18.cv2,0.985753
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.19,0.980085
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.20,0.979744
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.21.cv1,0.97846
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.21.m.0,0.981634
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.21.cv2,0.980939
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.0.0,0.983
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.0.1,0.986689
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.0.2,0.995262
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.0.0,0.971896
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.0.1,0.970458
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.0.2,0.999551
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.1.0,0.984082
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.1.1,0.992107
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.1.2,0.997531
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.1.0,0.979938
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.1.1,0.979057
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.1.2,0.999314
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.2.0,0.986655
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.2.1,0.991607
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv2.2.2,0.99771
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.2.0,0.978593
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.2.1,0.984461
images9-2-_jpg.rf.e517e4aee1cb3c38391c9abbd6c12c4e.jpg,model.22.cv3.2.2,0.99967
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.0,0.998274
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.1,0.9931
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.2.cv1,0.986011
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.2.m.0,0.984954
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.2.cv2,0.983126
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.3,0.98572
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.cv1,0.978889
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.m.0,0.992312
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.m.1,0.993484
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.4.cv2,0.976165
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.5,0.966711
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.cv1,0.962086
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.m.0,0.975219
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.m.1,0.983763
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.6.cv2,0.970362
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.7,0.960675
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.8.cv1,0.951204
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.8.m.0,0.970679
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.8.cv2,0.963026
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.11,0.975142
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.12.cv1,0.979336
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.12.m.0,0.977662
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.12.cv2,0.977436
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.14,0.97648
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.15.cv1,0.992003
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.15.m.0,0.990402
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.15.cv2,0.98868
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.16,0.970024
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.17,0.974258
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.18.cv1,0.972633
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.18.m.0,0.977607
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.18.cv2,0.984571
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.19,0.973848
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.20,0.975804
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.21.cv1,0.975813
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.21.m.0,0.985179
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.21.cv2,0.981069
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.0.0,0.976758
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.0.1,0.979473
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.0.2,0.990357
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.0.0,0.959381
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.0.1,0.964158
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.0.2,0.999655
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.1.0,0.979116
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.1.1,0.987107
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.1.2,0.994371
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.1.0,0.976586
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.1.1,0.977781
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.1.2,0.999339
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.2.0,0.990752
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.2.1,0.995109
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv2.2.2,0.997669
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.2.0,0.990932
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.2.1,0.993958
images9-3-_jpg.rf.43e040c027f3bdfdb0ab39b8333f9fb2.jpg,model.22.cv3.2.2,0.999294
